pixel_x_250m,pixel_y_250m,depth_bin_10cm,observed_SOC_pct,predicted_SOC_pct,lower_90,upper_90,n_horizons
-44915,19451,1,0.87333331505457,0.8614279499999999,0.1893709571512858,1.5334849428487143,3
-44915,19451,2,0.8449999988079,0.73903763,0.07637127939689636,1.4017039806031035,2
-44915,19451,3,0.8266666730244899,0.5855457766666666,0.013463555453389472,1.1594551189556375,3
-44915,19451,4,0.63666665554046,0.45603078,0.003752421184082033,0.9123271245981344,3
-44915,19451,6,0.49000000953673994,0.3403934,0.0,0.7165540812477111,2
-44915,19451,7,0.44999998807907,0.31377894,0.0,0.6680894525427246,1
-44915,19451,8,0.4500000029802299,0.22675903,0.0,0.5348265603936004,2
-44915,19451,9,0.40000000596046,0.22675903,0.0,0.5348265603936004,1
-44778,19029,0,2.636666655540462,2.05792715,0.3126923029312133,3.8031619970687864,6
-44778,19029,1,1.5266666412353498,0.9712987666666667,0.14415032916666667,1.7984472041666664,3
-44778,19029,3,0.88666665554046,0.6550123466666666,0.040003038805338544,1.270021654527995,3
-44778,19029,5,0.6233333349227833,0.5036297033333333,0.0,1.023643989374593,3
-44778,19029,6,0.56000000238418,0.3982499,0.0,0.8593482431339263,1
-44778,19029,7,0.65999999642372,0.38629577000000004,0.0,0.828821022699852,2
-44778,19029,9,0.5166666607061999,0.2998514,0.0,0.6993176761688232,3
-44776,19027,0,1.9683333039283717,0.9899293299999999,0.2964497622338104,1.6834088977661894,6
-44776,19027,1,1.38999998569488,0.7361684,0.11195899600830073,1.360377803991699,3
-44776,19027,2,1.13999998569488,0.535845,0.009701508731842057,1.061988491268158,1
-44776,19027,3,0.83500000834465,0.530671,0.008659600730896,1.052682399269104,2
-44776,19027,4,0.6699999769528667,0.41891365333333336,0.0,0.8532654651396943,3
-44776,19027,6,0.620000004768365,0.32825908000000004,0.0,0.6925215565634537,2
-44776,19027,7,0.734999984502785,0.28973869,0.0,0.6297605684809113,2
-44776,19027,8,0.6999999880790699,0.22813453,0.0,0.5363509527962493,1
-44776,19027,9,0.61499997973442,0.22813453,0.0,0.5363509527962493,2
-44770,19027,0,1.498333334922785,1.8493827500000002,0.3853652395858765,3.3134002604141237,6
-44770,19027,1,1.0200000007947234,1.0836466666666666,0.19373424019495644,1.9735590931383769,3
-44770,19027,2,0.6200000047683699,0.79045435,0.008929370409774762,1.5721290330940247,2
-44770,19027,3,0.6433333357175101,0.5826045533333334,0.0,1.2374179621849568,3
-44770,19027,4,0.7200000286102199,0.47062066,0.0,1.0142870227624512,1
-44770,19027,5,0.5299999713897701,0.44091398,0.0,0.9828370261120605,1
-44770,19027,6,0.56999999284744,0.404907,0.0,0.9177239655799866,1
-44770,19027,7,0.50999999046325,0.31896058,0.0,0.7675660876122283,1
-44770,19027,8,0.48999999463557997,0.30819132,0.0,0.7567968276122283,2
-44770,19027,9,0.44999998807907,0.29868376,0.0,0.7472892676122285,1
-43728,12149,0,1.5416666666666599,1.4783696666666666,0.0,3.129124952883403,6
-43728,12149,2,0.9633333285649567,0.807566,0.0,1.7387107342236838,3
-43728,12149,4,0.7333333293596866,0.49930473,0.0,1.1784487151125083,3
-43728,12149,6,0.7366666595141034,0.39141426000000007,0.0,0.9739030948579407,3
-43728,12149,9,0.6066666642824766,0.28644437333333334,0.0,0.7248653545020803,3
-43591,12183,0,1.045000016689295,1.21466145,0.19158765754241946,2.2377352424575805,2
-43591,12183,2,1.0900000333786,1.0681046,0.13259378581008918,2.0036154141899107,1
-43591,12183,4,0.73000001907348,0.54510343,0.0,1.2163410179287721,1
-43591,12183,6,0.6700000166893,0.37024143,0.0,0.8698231544052887,1
-43591,12183,9,0.47999998927116,0.22744165,0.0,0.6365041547683716,1
-43585,12180,0,0.9125000089406925,0.9449039975,0.05232591803218842,1.8513773957086181,4
-43585,12180,2,1.08000004291534,0.7281247200000001,0.0,1.6106144906508637,2
-43585,12180,4,0.884999990463255,0.38369817,0.0,0.9753015385207368,2
-43585,12180,6,0.65500000119209,0.27664148,0.0,0.7586899766039658,2
-43585,12180,9,0.59999999403953,0.17320064000000002,0.0,0.5376915811668777,2
-43583,12198,0,1.06999999284744,0.77999022,0.033820451741333024,1.541923516918869,2
-43583,12198,2,0.89999997615814,0.6373909,0.0,1.3178409818252563,1
-43583,12198,4,0.61000001430511,0.3965225,0.0,0.9220878858184814,1
-43583,12198,6,0.20000000298023,0.2904801,0.0,0.7134042609573364,1
